age,education,sex,race,race_input,img,Q1,Q2,Q3,Q4.a,Q4.b,d_quality,Q1_int,Q3_int,attribute,Demographic,src_clip_similarity,tgt_clip_similarity,clip_direction,clip_image,l1loss,l2loss,dino_image_similarity,clip_edit_image_similarity
25 - 34,Graduate degree,Female,Hispanic or Latino,,young/indian_woman/1,Yes,5,No,5,5,0,3,1,young,Female,0.22216796875,0.21435546875,0.00063323974609375,0.9638671875,0.04792676120996475,0.009339089505374432,0.9258226156234741,0.1593017578125
18 - 24,High school graduate,Male,Hispanic or Latino,,old/black_man/1,Yes,2,No,3,3,0,3,1,old,Male,0.2427978515625,0.213623046875,-0.003086090087890625,0.974609375,0.03460666909813881,0.005438288673758507,0.9718853831291199,0.1575927734375
35 - 44,High school graduate,Male,White or Caucasian,,old/indian_man/5,Yes,5,Yes,5,5,0,3,3,old,Male,0.2235107421875,0.2196044921875,-0.00760650634765625,0.9697265625,0.04947509616613388,0.01253014151006937,0.981715977191925,0.136962890625
18 - 24,Some college,Male,White or Caucasian,,facial_hair/white_woman/11,Yes,1,No,5,5,0,3,1,facial_hair,Female,0.166748046875,0.1787109375,-0.032623291015625,0.97998046875,0.028122060000896454,0.004858860746026039,0.9958124160766602,0.10113525390625
18 - 24,2 year degree,Male,White or Caucasian,,facial_hair/white_woman/11,Yes,1,No,5,5,0,3,1,facial_hair,Female,0.166748046875,0.1787109375,-0.032623291015625,0.97998046875,0.028122060000896454,0.004858860746026039,0.9958124160766602,0.10113525390625
18 - 24,2 year degree,Male,Hispanic or Latino,,old/black_man/1,Yes,5,No,4,4,0,3,1,old,Male,0.2427978515625,0.213623046875,-0.003086090087890625,0.974609375,0.03460666909813881,0.005438288673758507,0.9718853831291199,0.1575927734375
25 - 34,4 year degree,Male,Black or African American,,young/indian_woman/1,Yes,5,No,5,5,0,3,1,young,Female,0.22216796875,0.21435546875,0.00063323974609375,0.9638671875,0.04792676120996475,0.009339089505374432,0.9258226156234741,0.1593017578125
35 - 44,Graduate degree,Female,White or Caucasian,,smile/black_man/7,Yes,4,No,4,4,0,3,1,smile,Male,0.260986328125,0.2412109375,0.2255859375,0.9775390625,0.022154422476887703,0.0020472477190196514,0.9786427617073059,0.1512451171875
25 - 34,Graduate degree,Other,Black or African American,,smile/asian_man/0,Yes,4,Yes,3,3,0,3,3,smile,Male,0.215576171875,0.240966796875,0.0833740234375,0.94580078125,0.027155160903930664,0.00435827299952507,0.9707345962524414,0.1705322265625
25 - 34,4 year degree,Male,White or Caucasian,,smile/asian_man/0,Yes,5,No,5,5,0,3,1,smile,Male,0.215576171875,0.240966796875,0.0833740234375,0.94580078125,0.027155160903930664,0.00435827299952507,0.9707345962524414,0.1705322265625
25 - 34,Graduate degree,Female,Hispanic or Latino,,old/white_woman/10,Yes,3,Yes,3,3,0,3,3,old,Female,0.2264404296875,0.18896484375,0.01096343994140625,0.91796875,0.051710955798625946,0.007750990800559521,0.9573743939399719,0.1663818359375
25 - 34,Graduate degree,Female,Black or African American,,facial_hair/white_woman/11,Yes,1,No,3,3,0,3,1,facial_hair,Female,0.166748046875,0.1787109375,-0.032623291015625,0.97998046875,0.028122060000896454,0.004858860746026039,0.9958124160766602,0.10113525390625
18 - 24,High school graduate,Female,Black or African American,,old/white_woman/10,Yes,5,No,5,5,0,3,1,old,Female,0.2264404296875,0.18896484375,0.01096343994140625,0.91796875,0.051710955798625946,0.007750990800559521,0.9573743939399719,0.1663818359375
55 - 64,Graduate degree,Female,White or Caucasian,,old/black_man/1,Yes,5,No,5,5,0,3,1,old,Male,0.2427978515625,0.213623046875,-0.003086090087890625,0.974609375,0.03460666909813881,0.005438288673758507,0.9718853831291199,0.1575927734375
18 - 24,4 year degree,Female,Black or African American,,smile/asian_man/0,Yes,4,No,3,3,0,3,1,smile,Male,0.215576171875,0.240966796875,0.0833740234375,0.94580078125,0.027155160903930664,0.00435827299952507,0.9707345962524414,0.1705322265625
25 - 34,2 year degree,Male,Prefer Not to say,,old/asian_man/9,Yes,5,No,4,4,0,3,1,old,Male,0.249267578125,0.213134765625,-0.07647705078125,0.7998046875,0.04279081150889397,0.008306016214191914,0.8223842978477478,0.16748046875
18 - 24,Some college,Male,White or Caucasian,,facial_hair/black_man/0,Yes,4,No,5,5,0,3,1,facial_hair,Male,0.1444091796875,0.1441650390625,0.041961669921875,0.95947265625,0.02438347041606903,0.003775576362386346,0.9792678952217102,0.10296630859375
25 - 34,4 year degree,Male,White or Caucasian,,sunglasses/asian_man/4,Yes,3,Yes,4,4,0,3,3,sunglasses,Male,0.2244873046875,0.2218017578125,0.12188720703125,0.89111328125,0.041205909103155136,0.006599474232643843,0.9351418018341064,0.112060546875
35 - 44,Some college,Male,White or Caucasian,,facial_hair/black_man/6,Yes,3,No,3,3,0,3,1,facial_hair,Male,0.259521484375,0.2454833984375,0.1129150390625,0.9814453125,0.02771577425301075,0.003884847043082118,0.9934960007667542,0.182373046875
35 - 44,Graduate degree,Female,Black or African American,,young/black_woman/5,Yes,4,Yes,4,4,0,3,3,young,Female,0.236572265625,0.1993408203125,-0.0094146728515625,0.97607421875,0.0361986942589283,0.0038447475526481867,0.9911116361618042,0.1539306640625
45 - 54,4 year degree,Female,White or Caucasian,,facial_hair/indian_man/8,Yes,5,No,5,5,0,3,1,facial_hair,Male,0.1846923828125,0.1800537109375,0.10211181640625,0.93017578125,0.02958868443965912,0.00503617012873292,0.9276301860809326,0.114990234375
25 - 34,Graduate degree,Female,Black or African American,,young/indian_woman/8,Yes,5,No,5,5,0,3,1,young,Female,0.221923828125,0.2130126953125,0.02886962890625,0.9580078125,0.030762791633605957,0.00473789032548666,0.9552612900733948,0.11474609375
25 - 34,Graduate degree,Female,White or Caucasian,,sunglasses/asian_woman/13,Yes,5,Yes,4,4,0,3,3,sunglasses,Female,0.22900390625,0.298095703125,0.1334228515625,0.734375,0.0533783920109272,0.01376955583691597,0.719728946685791,0.207763671875
25 - 34,Some college,Male,White or Caucasian,,young/asian_woman/7,Yes,1,Yes,4,4,0,3,3,young,Female,0.2127685546875,0.1650390625,0.0129852294921875,0.93896484375,0.04694333299994469,0.00894770398736,0.780106782913208,0.1873779296875
18 - 24,2 year degree,Female,Black or African American,,facial_hair/black_woman/2,Yes,1,No,4,4,0,3,1,facial_hair,Female,0.222412109375,0.21630859375,0.038787841796875,0.9921875,0.02741372212767601,0.003377470187842846,0.971997857093811,0.11907958984375
18 - 24,Graduate degree,Female,Black or African American,,smile/asian_man/8,Yes,4,No,4,4,0,3,1,smile,Male,0.2249755859375,0.2578125,-0.00847625732421875,0.98486328125,0.019030343741178513,0.0014122729189693928,0.9849438667297363,0.16259765625
18 - 24,4 year degree,Male,Hispanic or Latino,,old/indian_woman/0,Yes,5,No,5,5,0,3,1,old,Female,0.251953125,0.2481689453125,-0.003467559814453125,0.93505859375,0.027719620615243912,0.004236371722072363,0.9534190893173218,0.16796875
25 - 34,4 year degree,Female,Black or African American,,old/black_woman/3,Yes,5,No,5,5,0,3,1,old,Female,0.224365234375,0.1865234375,-0.051361083984375,0.93798828125,0.031455591320991516,0.004754571244120598,0.9641793966293335,0.1368408203125
18 - 24,Some college,Female,Black or African American,,young/white_woman/6,Yes,3,No,4,4,0,3,1,young,Female,0.1959228515625,0.1751708984375,0.047027587890625,0.9638671875,0.036105480045080185,0.005399209912866354,0.9859262704849243,0.1722412109375
45 - 54,Graduate degree,Female,East Asian,,young/white_man/3,Yes,3,Yes,4,4,0,3,3,young,Male,0.1961669921875,0.2103271484375,0.01348114013671875,0.97900390625,0.04356122389435768,0.0067542544566094875,0.9758288264274597,0.1671142578125
18 - 24,4 year degree,Male,Black or African American,,smile/black_woman/8,Yes,4,No,4,4,0,3,1,smile,Female,0.2197265625,0.2381591796875,0.020111083984375,0.98046875,0.018963726237416267,0.0014788407133892179,0.9960277080535889,0.15966796875
35 - 44,2 year degree,Female,Other,Coloured,young/white_man/14,Yes,2,Yes,3,3,0,3,3,young,Male,0.118896484375,0.1370849609375,-0.01861572265625,0.98291015625,0.05373585969209671,0.011887146160006523,0.9727681875228882,0.1605224609375
25 - 34,Graduate degree,Male,White or Caucasian,,smile/black_woman/13,Yes,3,No,4,3,1,3,1,smile,Female,0.25,0.265380859375,0.02655029296875,0.9912109375,0.023020677268505096,0.0021648514084517956,0.9850395321846008,0.1641845703125
25 - 34,Graduate degree,Male,South Asian,,facial_hair/asian_woman/9,Yes,4,No,4,4,0,3,1,facial_hair,Female,0.163818359375,0.2418212890625,0.246337890625,0.8486328125,0.03841320052742958,0.005698180757462978,0.9460400938987732,0.2222900390625
25 - 34,High school graduate,Male,White or Caucasian,,sunglasses/black_man/3,Yes,5,No,4,4,0,3,1,sunglasses,Male,0.1904296875,0.2081298828125,0.10516357421875,0.87939453125,0.054274462163448334,0.01550567802041769,0.8950769901275635,0.12445068359375
25 - 34,Graduate degree,Male,White or Caucasian,,smile/white_man/11,Yes,5,Yes,4,4,0,3,3,smile,Male,0.25927734375,0.28271484375,0.333251953125,0.98779296875,0.03299936652183533,0.004211746621876955,0.9704546332359314,0.1993408203125
18 - 24,4 year degree,Male,White or Caucasian,,old/black_man/0,Yes,3,Yes,5,5,0,3,3,old,Male,0.1444091796875,0.1441650390625,-0.11700439453125,0.94091796875,0.031120287254452705,0.006805089768022299,0.9805024266242981,0.11334228515625
18 - 24,4 year degree,Female,White or Caucasian,,facial_hair/indian_man/9,Yes,1,No,5,5,0,3,1,facial_hair,Male,0.230224609375,0.2430419921875,0.105712890625,0.97802734375,0.047113701701164246,0.007300147321075201,0.9862096309661865,0.157470703125
25 - 34,2 year degree,Male,White or Caucasian,,sunglasses/black_man/13,Yes,2,No,4,4,0,3,1,sunglasses,Male,0.2288818359375,0.2325439453125,0.305908203125,0.96142578125,0.03697330504655838,0.005165538750588894,0.9420617818832397,0.153076171875
25 - 34,Graduate degree,Female,Hispanic or Latino,,old/asian_man/12,Yes,4,No,4,3,1,3,1,old,Male,0.2391357421875,0.201416015625,-0.134765625,0.83837890625,0.04259699210524559,0.00987758208066225,0.8772472739219666,0.17529296875
18 - 24,Some college,Female,White or Caucasian,,sunglasses/black_man/12,Yes,1,No,3,3,0,3,1,sunglasses,Male,0.2021484375,0.162109375,-0.0592041015625,0.98974609375,0.02861906588077545,0.006185408681631088,0.9878084659576416,0.126220703125
18 - 24,Graduate degree,Female,White or Caucasian,,smile/black_man/3,Yes,5,No,5,5,0,3,1,smile,Male,0.1904296875,0.20361328125,0.1961669921875,0.951171875,0.03749747574329376,0.008226930163800716,0.970274806022644,0.130859375
25 - 34,Graduate degree,Female,White or Caucasian,,old/asian_woman/9,Not Sure,4,Yes,4,3,1,2,3,old,Female,0.163818359375,0.1915283203125,-0.072509765625,0.52490234375,0.06872748583555222,0.014165986329317093,0.36166489124298096,0.1712646484375
25 - 34,2 year degree,Male,White or Caucasian,,sunglasses/black_man/4,Yes,5,No,4,4,0,3,1,sunglasses,Male,0.2261962890625,0.2392578125,0.24169921875,0.80810546875,0.03429871052503586,0.008127152919769287,0.7957140803337097,0.211181640625
25 - 34,Graduate degree,Other,Prefer Not to say,,smile/black_man/9,Yes,4,No,3,3,0,3,1,smile,Male,0.224853515625,0.2340087890625,0.27294921875,0.98779296875,0.028830863535404205,0.003974059130996466,0.9554946422576904,0.1514892578125
18 - 24,4 year degree,Female,White or Caucasian,,old/black_woman/10,Yes,4,No,5,5,0,3,1,old,Female,0.2314453125,0.19775390625,-0.03076171875,0.95166015625,0.029842384159564972,0.004350753501057625,0.9789199829101562,0.11077880859375
25 - 34,Graduate degree,Male,White or Caucasian,,sunglasses/indian_man/1,Yes,5,Yes,5,5,0,3,3,sunglasses,Male,0.244384765625,0.260498046875,0.26611328125,0.94677734375,0.036534324288368225,0.0076308343559503555,0.7231183052062988,0.169677734375
45 - 54,Some college,Male,White or Caucasian,,facial_hair/white_man/11,Yes,4,No,4,3,1,3,1,facial_hair,Male,0.25927734375,0.270751953125,0.22998046875,0.95947265625,0.03323393687605858,0.0033527123741805553,0.9361875653266907,0.237548828125
25 - 34,2 year degree,Female,Hispanic or Latino,,smile/indian_man/11,Yes,5,No,5,4,1,3,1,smile,Male,0.1812744140625,0.2283935546875,0.226318359375,0.947265625,0.02135349251329899,0.002565616276115179,0.9437089562416077,0.16650390625
25 - 34,Graduate degree,Male,Black or African American,,sunglasses/white_man/11,No,1,No,1,2,-1,1,1,sunglasses,Male,0.25927734375,0.2451171875,0.1527099609375,0.97509765625,0.042074140161275864,0.006470652297139168,0.9165056943893433,0.161376953125
18 - 24,Some college,Male,White or Caucasian,,smile/indian_man/3,Yes,1,Yes,5,4,1,3,3,smile,Male,0.23681640625,0.199951171875,0.0987548828125,0.986328125,0.03095451183617115,0.004314223770052195,0.9653149247169495,0.12188720703125
18 - 24,4 year degree,Male,White or Caucasian,,sunglasses/asian_man/11,No,4,Not sure,4,4,0,1,2,sunglasses,Male,0.25537109375,0.2237548828125,0.1236572265625,0.82861328125,0.2013355940580368,0.08111251890659332,0.6189649701118469,0.133544921875
18 - 24,Some college,Female,Other,South African Coloured,facial_hair/asian_man/5,Yes,2,No,5,5,0,3,1,facial_hair,Male,0.18115234375,0.199462890625,0.1064453125,0.9072265625,0.029915733262896538,0.0057892948389053345,0.930077075958252,0.1763916015625
25 - 34,High school graduate,Male,White or Caucasian,,young/black_woman/9,Yes,2,Yes,4,4,0,3,3,young,Female,0.2049560546875,0.197509765625,0.045257568359375,0.9599609375,0.029080267995595932,0.003408112796023488,0.9506672024726868,0.129638671875
18 - 24,4 year degree,Female,Hispanic or Latino,,young/black_man/1,Yes,1,No,5,5,0,3,1,young,Male,0.2427978515625,0.2230224609375,0.051025390625,0.9873046875,0.02498340606689453,0.0030764390248805285,0.9921014308929443,0.1558837890625
18 - 24,Graduate degree,Female,Hispanic or Latino,,sunglasses/white_man/4,Yes,5,No,5,5,0,3,1,sunglasses,Male,0.193115234375,0.2152099609375,0.1912841796875,0.93359375,0.0362769290804863,0.004513150081038475,0.9299089312553406,0.175537109375
35 - 44,Graduate degree,Male,White or Caucasian,,sunglasses/black_woman/8,Not Sure,1,Yes,3,3,0,2,3,sunglasses,Female,0.2196044921875,0.19921875,0.0595703125,0.9716796875,0.023233838379383087,0.0021121357567608356,0.990403413772583,0.09564208984375
35 - 44,Graduate degree,Male,White or Caucasian,,young/black_man/4,Yes,1,No,3,3,0,3,1,young,Male,0.22607421875,0.1982421875,0.01262664794921875,0.97412109375,0.02902790531516075,0.004757967311888933,0.9354851245880127,0.175048828125
25 - 34,High school graduate,Male,Black or African American,,facial_hair/black_man/8,Yes,5,No,5,5,0,3,1,facial_hair,Male,0.2220458984375,0.2315673828125,0.0755615234375,0.95458984375,0.03414526954293251,0.0036130016669631004,0.9837400913238525,0.1619873046875
35 - 44,2 year degree,Female,White or Caucasian,,young/indian_woman/9,Yes,4,No,4,4,0,3,1,young,Female,0.20068359375,0.20068359375,0.01959228515625,0.9697265625,0.041813235729932785,0.0054502724669873714,0.9436026811599731,0.15478515625
18 - 24,High school graduate,Male,Black or African American,,old/white_woman/3,Yes,4,No,4,4,0,3,1,old,Female,0.2060546875,0.1932373046875,0.0025634765625,0.962890625,0.03874299302697182,0.0042473189532756805,0.9559717774391174,0.182373046875
25 - 34,Graduate degree,Male,South Asian,,facial_hair/asian_man/13,Not Sure,3,Yes,5,1,4,2,3,facial_hair,Male,0.207763671875,0.229736328125,0.2197265625,0.80322265625,0.0469849668443203,0.008854093961417675,0.758668839931488,0.1986083984375
25 - 34,Graduate degree,Female,White or Caucasian,,young/black_man/3,Yes,4,No,4,4,0,3,1,young,Male,0.1904296875,0.20751953125,0.06591796875,0.92724609375,0.05436565354466438,0.015203703194856644,0.9381287097930908,0.1287841796875
35 - 44,4 year degree,Female,Black or African American,,young/black_man/6,Yes,1,No,4,4,0,3,1,young,Male,0.259521484375,0.227783203125,0.04443359375,0.994140625,0.03186692297458649,0.004175164736807346,0.99259352684021,0.1771240234375
45 - 54,2 year degree,Female,White or Caucasian,,old/indian_man/0,Yes,4,Yes,3,3,0,3,3,old,Male,0.2330322265625,0.2379150390625,-0.07672119140625,0.91552734375,0.036188263446092606,0.004735621158033609,0.9674548506736755,0.1893310546875
25 - 34,Graduate degree,Female,White or Caucasian,,sunglasses/white_woman/4,Yes,2,Yes,5,5,0,3,3,sunglasses,Female,0.201416015625,0.2069091796875,0.1585693359375,0.9189453125,0.03576004132628441,0.005647714715451002,0.9299948215484619,0.1912841796875
25 - 34,4 year degree,Female,Black or African American,,smile/asian_man/14,Yes,5,No,4,4,0,3,1,smile,Male,0.2451171875,0.267822265625,0.1422119140625,0.9296875,0.026081537827849388,0.0034652408212423325,0.9133601784706116,0.17529296875
35 - 44,4 year degree,Male,White or Caucasian,,smile/white_woman/8,Yes,5,No,5,5,0,3,1,smile,Female,0.19775390625,0.211669921875,0.122314453125,0.98486328125,0.021122679114341736,0.0016559752402827144,0.9919450283050537,0.1455078125
25 - 34,High school graduate,Male,White or Caucasian,,smile/white_woman/12,Yes,5,No,4,4,0,3,1,smile,Female,0.1785888671875,0.196044921875,0.0933837890625,0.978515625,0.02013937011361122,0.0019324688473716378,0.9923425912857056,0.1746826171875
25 - 34,Graduate degree,Female,Black or African American,,facial_hair/white_man/4,Yes,4,Yes,5,4,1,3,3,facial_hair,Male,0.193115234375,0.19873046875,0.029083251953125,0.9541015625,0.03266735374927521,0.003148827236145735,0.9941946268081665,0.158447265625
18 - 24,2 year degree,Female,Black or African American,,old/asian_man/0,Yes,4,Yes,4,4,0,3,3,old,Male,0.2156982421875,0.2113037109375,-0.06427001953125,0.88818359375,0.03955640271306038,0.007523364387452602,0.9443281292915344,0.152587890625
18 - 24,Graduate degree,Female,Hispanic or Latino,,smile/white_woman/2,Not Sure,4,Yes,3,5,-2,2,3,smile,Female,0.2237548828125,0.259765625,0.0751953125,0.95556640625,0.035343822091817856,0.00624372623860836,0.927007257938385,0.2164306640625
18 - 24,High school graduate,Male,White or Caucasian,,young/asian_woman/12,Yes,3,No,4,4,0,3,1,young,Female,0.25341796875,0.206298828125,0.0228424072265625,0.94189453125,0.031939342617988586,0.0036307601258158684,0.9816312789916992,0.18310546875
18 - 24,Some college,Male,White or Caucasian,,smile/black_woman/6,Yes,5,No,4,4,0,3,1,smile,Female,0.2276611328125,0.2030029296875,0.0850830078125,0.98388671875,0.025764157995581627,0.0020062755793333054,0.9795529842376709,0.1336669921875
18 - 24,High school graduate,Female,White or Caucasian,,smile/indian_man/5,Yes,4,No,4,4,0,3,1,smile,Male,0.2235107421875,0.2281494140625,0.3564453125,0.97900390625,0.040123987942934036,0.009212661534547806,0.9817248582839966,0.15380859375
25 - 34,Graduate degree,Female,White or Caucasian,,smile/indian_man/5,Yes,5,No,3,3,0,3,1,smile,Male,0.2235107421875,0.2281494140625,0.3564453125,0.97900390625,0.040123987942934036,0.009212661534547806,0.9817248582839966,0.15380859375
18 - 24,2 year degree,Male,White or Caucasian,,smile/black_woman/6,Yes,4,No,3,3,0,3,1,smile,Female,0.2276611328125,0.2030029296875,0.0850830078125,0.98388671875,0.025764157995581627,0.0020062755793333054,0.9795529842376709,0.1336669921875
25 - 34,Some college,Female,Other,African ,smile/black_woman/6,Yes,4,No,5,5,0,3,1,smile,Female,0.2276611328125,0.2030029296875,0.0850830078125,0.98388671875,0.025764157995581627,0.0020062755793333054,0.9795529842376709,0.1336669921875
18 - 24,Graduate degree,Male,White or Caucasian,,old/indian_man/13,Yes,3,Yes,4,3,1,3,3,old,Male,0.21337890625,0.189453125,-0.039154052734375,0.95068359375,0.0659547969698906,0.013233494013547897,0.9018411636352539,0.1307373046875
45 - 54,Graduate degree,Male,Hispanic or Latino,,old/indian_man/13,Yes,5,No,4,3,1,3,1,old,Male,0.21337890625,0.189453125,-0.039154052734375,0.95068359375,0.0659547969698906,0.013233494013547897,0.9018411636352539,0.1307373046875
18 - 24,High school graduate,Female,White or Caucasian,,old/white_man/0,Yes,4,No,4,4,0,3,1,old,Male,0.25341796875,0.237060546875,-0.0011529922485351562,0.97998046875,0.03595881164073944,0.003783054882660508,0.9191624522209167,0.1976318359375
25 - 34,Graduate degree,Female,Hispanic or Latino,,young/indian_woman/4,No,1,Yes,3,3,0,1,3,young,Female,0.23291015625,0.226318359375,-0.003997802734375,0.94921875,0.03609263151884079,0.006670767441391945,0.9399569034576416,0.15625
18 - 24,High school graduate,Male,Hispanic or Latino,,smile/indian_man/14,Yes,5,No,5,5,0,3,1,smile,Male,0.224609375,0.2342529296875,0.274169921875,0.98828125,0.03668894246220589,0.00665115425363183,0.9746677279472351,0.142822265625
35 - 44,High school graduate,Male,White or Caucasian,,smile/indian_man/5,Yes,5,Yes,5,5,0,3,3,smile,Male,0.2235107421875,0.2281494140625,0.3564453125,0.97900390625,0.040123987942934036,0.009212661534547806,0.9817248582839966,0.15380859375
18 - 24,Some college,Male,White or Caucasian,,smile/white_woman/3,Yes,3,No,4,5,-1,3,1,smile,Female,0.2060546875,0.21630859375,0.03582763671875,0.99658203125,0.022508136928081512,0.0015607811510562897,0.9930758476257324,0.16845703125
18 - 24,2 year degree,Male,White or Caucasian,,smile/white_woman/3,Yes,4,No,5,5,0,3,1,smile,Female,0.2060546875,0.21630859375,0.03582763671875,0.99658203125,0.022508136928081512,0.0015607811510562897,0.9930758476257324,0.16845703125
18 - 24,2 year degree,Male,Hispanic or Latino,,smile/indian_man/14,Yes,5,No,5,5,0,3,1,smile,Male,0.224609375,0.2342529296875,0.274169921875,0.98828125,0.03668894246220589,0.00665115425363183,0.9746677279472351,0.142822265625
25 - 34,4 year degree,Male,Black or African American,,young/indian_woman/4,Yes,5,No,4,5,-1,3,1,young,Female,0.23291015625,0.226318359375,-0.003997802734375,0.94921875,0.03609263151884079,0.006670767441391945,0.9399569034576416,0.15625
35 - 44,Graduate degree,Female,White or Caucasian,,old/white_man/0,Yes,5,No,5,5,0,3,1,old,Male,0.25341796875,0.237060546875,-0.0011529922485351562,0.97998046875,0.03595881164073944,0.003783054882660508,0.9191624522209167,0.1976318359375
25 - 34,Graduate degree,Other,Black or African American,,sunglasses/asian_woman/1,Yes,2,No,5,2,3,3,1,sunglasses,Female,0.2255859375,0.296142578125,0.244873046875,0.8955078125,0.0429673008620739,0.008514149114489555,0.9289219379425049,0.2265625
25 - 34,4 year degree,Male,White or Caucasian,,sunglasses/asian_woman/1,Yes,5,Not sure,5,5,0,3,2,sunglasses,Female,0.2255859375,0.296142578125,0.244873046875,0.8955078125,0.0429673008620739,0.008514149114489555,0.9289219379425049,0.2265625
25 - 34,Graduate degree,Female,Hispanic or Latino,,old/white_man/5,Yes,4,Yes,4,4,0,3,3,old,Male,0.2203369140625,0.201416015625,0.00940704345703125,0.97607421875,0.04017005115747452,0.0056211985647678375,0.9136218428611755,0.1925048828125
25 - 34,Graduate degree,Female,Black or African American,,smile/white_woman/3,Yes,5,Yes,3,3,0,3,3,smile,Female,0.2060546875,0.21630859375,0.03582763671875,0.99658203125,0.022508136928081512,0.0015607811510562897,0.9930758476257324,0.16845703125
18 - 24,High school graduate,Female,Black or African American,,old/white_man/5,Yes,5,No,5,5,0,3,1,old,Male,0.2203369140625,0.201416015625,0.00940704345703125,0.97607421875,0.04017005115747452,0.0056211985647678375,0.9136218428611755,0.1925048828125
55 - 64,Graduate degree,Female,White or Caucasian,,smile/indian_man/14,Yes,5,No,5,5,0,3,1,smile,Male,0.224609375,0.2342529296875,0.274169921875,0.98828125,0.03668894246220589,0.00665115425363183,0.9746677279472351,0.142822265625
18 - 24,4 year degree,Female,Black or African American,,sunglasses/asian_woman/1,Yes,4,Not sure,3,2,1,3,2,sunglasses,Female,0.2255859375,0.296142578125,0.244873046875,0.8955078125,0.0429673008620739,0.008514149114489555,0.9289219379425049,0.2265625
25 - 34,2 year degree,Male,Prefer Not to say,,smile/white_man/9,Yes,5,No,4,4,0,3,1,smile,Male,0.1820068359375,0.20068359375,0.2186279296875,0.98681640625,0.022048186510801315,0.0020360995549708605,0.9865766763687134,0.1712646484375
18 - 24,Some college,Male,White or Caucasian,,sunglasses/asian_man/12,Yes,5,No,4,4,0,3,1,sunglasses,Male,0.2391357421875,0.28662109375,0.28369140625,0.90869140625,0.03225640952587128,0.00818527489900589,0.7646834850311279,0.1932373046875
25 - 34,4 year degree,Male,White or Caucasian,,facial_hair/black_man/7,Yes,3,No,4,4,0,3,1,facial_hair,Male,0.260986328125,0.2509765625,0.11334228515625,0.98486328125,0.019816353917121887,0.0013619991950690746,0.9933806657791138,0.1925048828125
35 - 44,Some college,Male,White or Caucasian,,smile/black_man/12,Yes,5,No,4,4,0,3,1,smile,Male,0.2021484375,0.1942138671875,0.2005615234375,0.9921875,0.022431353107094765,0.004643518477678299,0.9889205694198608,0.1534423828125
35 - 44,Graduate degree,Female,Black or African American,,smile/indian_woman/14,Yes,3,Yes,4,4,0,3,3,smile,Female,0.2161865234375,0.197509765625,0.05718994140625,0.88134765625,0.02925758808851242,0.0023105887230485678,0.9254137277603149,0.16552734375
45 - 54,4 year degree,Female,White or Caucasian,,old/indian_man/0,Yes,4,Yes,5,4,1,3,3,old,Male,0.2330322265625,0.2379150390625,-0.07672119140625,0.91552734375,0.036188263446092606,0.004735621158033609,0.9674548506736755,0.1893310546875
25 - 34,Graduate degree,Female,Black or African American,,sunglasses/asian_man/6,Yes,5,No,4,4,0,3,1,sunglasses,Male,0.2012939453125,0.240966796875,0.1795654296875,0.82861328125,0.0416143462061882,0.009018080309033394,0.8667248487472534,0.2001953125
25 - 34,Graduate degree,Female,White or Caucasian,,facial_hair/asian_woman/7,Yes,4,No,4,4,0,3,1,facial_hair,Female,0.2127685546875,0.242431640625,0.233154296875,0.72119140625,0.057669997215270996,0.013065298087894917,0.7009684443473816,0.19287109375
25 - 34,Some college,Male,White or Caucasian,,sunglasses/black_man/5,Yes,3,No,4,4,0,3,1,sunglasses,Male,0.208740234375,0.2152099609375,0.10467529296875,0.94775390625,0.04745939373970032,0.009425132535398006,0.8795182704925537,0.1539306640625
18 - 24,2 year degree,Female,Black or African American,,young/black_woman/4,Yes,1,No,4,4,0,3,1,young,Female,0.220458984375,0.1876220703125,-0.013946533203125,0.97216796875,0.027537032961845398,0.0025186752900481224,0.9893744587898254,0.1298828125
18 - 24,Graduate degree,Female,Black or African American,,sunglasses/indian_woman/3,Yes,5,No,4,4,0,3,1,sunglasses,Female,0.212646484375,0.2431640625,0.07281494140625,0.888671875,0.04484886676073074,0.0099895428866148,0.9048784375190735,0.1414794921875
18 - 24,4 year degree,Male,Hispanic or Latino,,old/black_woman/11,Yes,5,No,5,4,1,3,1,old,Female,0.24267578125,0.2109375,0.00894927978515625,0.919921875,0.028488853946328163,0.00415235199034214,0.9499317407608032,0.1796875
25 - 34,4 year degree,Female,Black or African American,,facial_hair/white_man/13,Yes,1,No,3,3,0,3,1,facial_hair,Male,0.21435546875,0.2164306640625,0.058807373046875,0.9921875,0.022072043269872665,0.0025911268312484026,0.9861941337585449,0.1866455078125
18 - 24,Some college,Female,Black or African American,,old/white_man/11,Yes,5,No,4,5,-1,3,1,old,Male,0.25927734375,0.2259521484375,-0.00514984130859375,0.96044921875,0.04432180896401405,0.006022896617650986,0.8285948038101196,0.205322265625
45 - 54,Graduate degree,Female,East Asian,,sunglasses/black_woman/13,Yes,4,Yes,4,4,0,3,3,sunglasses,Female,0.25,0.270751953125,0.1705322265625,0.94189453125,0.035823140293359756,0.006685417611151934,0.8743115663528442,0.152099609375
18 - 24,4 year degree,Male,Black or African American,,old/indian_man/8,Yes,5,No,4,4,0,3,1,old,Male,0.1846923828125,0.1822509765625,-0.0469970703125,0.7548828125,0.0416707918047905,0.008721904829144478,0.9009336829185486,0.1346435546875
